dataset,seed,experiment_stage,feature_set,optimization_method,model_family,model_name,classifier,n_features,notes,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_handover,recall_handover,f1_handover,confusion_matrix,tn,fp,fn,tp,dataset_short
D1_ANATEL_UFJF_raw_drive_test_proxy,1,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Decision_Tree,Decision_Tree,90,,0.8136645962732919,0.8137378881797455,0.8136645962732919,0.8136638833551922,0.8191126279863481,0.8080808080808081,0.8135593220338984,"[[721, 159], [171, 720]]",721,159,171,720,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Random_Forest,Random_Forest,90,,0.9130434782608696,0.9141337479874576,0.9130434782608696,0.9129707090210656,0.8932764140875133,0.9393939393939394,0.9157549234135668,"[[780, 100], [54, 837]]",780,100,54,837,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,SVM,SVM,90,,0.769621682665161,0.7696722291275824,0.769621682665161,0.7696224171868395,0.7741203178206584,0.7654320987654321,0.7697516930022573,"[[681, 199], [209, 682]]",681,199,209,682,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,KNN,KNN,90,,0.7888198757763976,0.7890675335227209,0.7888198757763976,0.7887463145066834,0.7812840043525572,0.8058361391694725,0.7933701657458564,"[[679, 201], [173, 718]]",679,201,173,718,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Logistic_Regression,Logistic_Regression,90,,0.6357989836250706,0.6378332933426921,0.6357989836250706,0.6341078563044499,0.6222664015904572,0.7025813692480359,0.6599894570374275,"[[500, 380], [265, 626]]",500,380,265,626,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Decision_Tree,Decision_Tree,1080,,0.7989836250705816,0.7989840859998342,0.7989836250705816,0.7989797793589036,0.7988826815642458,0.8024691358024691,0.8006718924972005,"[[700, 180], [176, 715]]",700,180,176,715,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Random_Forest,Random_Forest,1080,,0.9136081309994354,0.9145602539802036,0.9136081309994354,0.9135441130261244,0.8950749464668094,0.9382716049382716,0.916164383561644,"[[782, 98], [55, 836]]",782,98,55,836,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,SVM,SVM,1080,,0.7763975155279503,0.7764326230523483,0.7763975155279503,0.7763992265357538,0.7802944507361268,0.7732884399551067,0.7767756482525366,"[[686, 194], [202, 689]]",686,194,202,689,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,KNN,KNN,1080,,0.792772444946358,0.793531596378238,0.792772444946358,0.7925921422231641,0.779317697228145,0.8204264870931538,0.7993439037725533,"[[673, 207], [160, 731]]",673,207,160,731,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Logistic_Regression,Logistic_Regression,1080,,0.6674195369847544,0.6675526337326168,0.6674195369847544,0.6672813984260301,0.6637744034707158,0.6868686868686869,0.6751241036955322,"[[570, 310], [279, 612]]",570,310,279,612,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Decision_Tree,Decision_Tree,40,,0.8040654997176736,0.8049142971437144,0.8040654997176736,0.8039698848739091,0.8215130023640662,0.7800224466891134,0.8002302820955671,"[[729, 151], [196, 695]]",729,151,196,695,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Random_Forest,Random_Forest,40,,0.9305477131564088,0.9308791090440488,0.9305477131564088,0.9305277756230064,0.9192139737991266,0.9450056116722784,0.9319313779745434,"[[806, 74], [49, 842]]",806,74,49,842,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,SVM,SVM,40,,0.7272727272727273,0.7274923413790372,0.7272727272727273,0.7271594489639602,0.7212581344902386,0.7463524130190797,0.7335907335907336,"[[623, 257], [226, 665]]",623,257,226,665,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,KNN,KNN,40,,0.7679277244494636,0.7679281277728484,0.7679277244494636,0.7679218045875791,0.7678571428571429,0.7721661054994389,0.7700055959709009,"[[672, 208], [203, 688]]",672,208,203,688,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Logistic_Regression,Logistic_Regression,40,,0.6696781479390175,0.6706699759619246,0.6696781479390175,0.6690308854267865,0.6587136929460581,0.712682379349046,0.6846361185983828,"[[551, 329], [256, 635]]",551,329,256,635,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Decision_Tree,Decision_Tree,117,,0.722755505364201,0.7256119673668443,0.722755505364201,0.721713257187584,0.7012072434607646,0.7822671156004489,0.7395225464190981,"[[583, 297], [194, 697]]",583,297,194,697,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Random_Forest,Random_Forest,117,,0.8091473743647657,0.8099945963190859,0.8091473743647657,0.808974855521308,0.7944621938232161,0.8372615039281706,0.8153005464480875,"[[687, 193], [145, 746]]",687,193,145,746,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,SVM,SVM,117,,0.784867306606437,0.7848660491626887,0.784867306606437,0.7848644255900871,0.785234899328859,0.7878787878787878,0.7865546218487395,"[[688, 192], [189, 702]]",688,192,189,702,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,KNN,KNN,117,,0.8130999435347261,0.8145137653723696,0.8130999435347261,0.8128377916104366,0.7941176470588235,0.8484848484848485,0.8204015192620727,"[[684, 196], [135, 756]]",684,196,135,756,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Logistic_Regression,Logistic_Regression,117,,0.665725578769057,0.6658905132170628,0.665725578769057,0.6655624096605266,0.6616216216216216,0.6868686868686869,0.6740088105726872,"[[567, 313], [279, 612]]",567,313,279,612,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Decision_Tree,Decision_Tree,5,,0.771880293619424,0.7726050168750543,0.771880293619424,0.7716740876645221,0.759318423855165,0.8002244668911336,0.7792349726775957,"[[654, 226], [178, 713]]",654,226,178,713,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Random_Forest,Random_Forest,5,,0.8356860530773574,0.8360623778706667,0.8356860530773574,0.8356178046553053,0.8253796095444685,0.8540965207631874,0.839492553778268,"[[719, 161], [130, 761]]",719,161,130,761,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,SVM,SVM,5,,0.7120271033314511,0.7129466463360948,0.7120271033314511,0.7116108405691092,0.6998950682056663,0.7485970819304153,0.7234273318872018,"[[594, 286], [224, 667]]",594,286,224,667,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,KNN,KNN,5,,0.7560700169395822,0.7560700169395822,0.7560700169395822,0.7560700169395822,0.7575757575757576,0.7575757575757576,0.7575757575757576,"[[664, 216], [216, 675]]",664,216,216,675,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Logistic_Regression,Logistic_Regression,5,,0.6499153020892151,0.6509521464073025,0.6499153020892151,0.6491005686354306,0.639546858908342,0.696969696969697,0.6670247046186896,"[[530, 350], [270, 621]]",530,350,270,621,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,LSTM,direct_sigmoid,108,Direct sequence model.,0.8831168831168831,0.883272052459198,0.8831168831168831,0.8831130819247788,0.8913043478260869,0.8742985409652076,0.8827195467422096,"[[785, 95], [112, 779]]",785,95,112,779,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,GRU,direct_sigmoid,108,Direct sequence model.,0.9023150762281196,0.9027078468365438,0.9023150762281196,0.902301620425267,0.9155092592592592,0.8877665544332211,0.9014245014245016,"[[807, 73], [100, 791]]",807,73,100,791,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,TCN,direct_sigmoid,108,Direct sequence model.,0.857707509881423,0.8578733157701911,0.857707509881423,0.8577017934869943,0.865979381443299,0.8484848484848485,0.8571428571428571,"[[763, 117], [135, 756]]",763,117,135,756,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,Transformer,direct_sigmoid,108,Direct sequence model.,0.8514963297571994,0.851585635968444,0.8514963297571994,0.8514950987120912,0.857630979498861,0.8451178451178452,0.851328434143584,"[[755, 125], [138, 753]]",755,125,138,753,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on LSTM latent temporal features.,0.8831168831168831,0.8831165518442641,0.8831168831168831,0.8831164359024125,0.8834080717488789,0.8843995510662177,0.8839035333707235,"[[776, 104], [103, 788]]",776,104,103,788,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on LSTM latent temporal features.,0.9040090344438172,0.9040366300593836,0.9040090344438172,0.9040043819391728,0.9010011123470524,0.9090909090909092,0.905027932960894,"[[791, 89], [81, 810]]",791,89,81,810,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on LSTM latent temporal features.,0.8881987577639752,0.8882404366232929,0.8881987577639752,0.8881912710736469,0.8845726970033296,0.8945005611672279,0.8895089285714286,"[[776, 104], [94, 797]]",776,104,94,797,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on LSTM latent temporal features.,0.8972332015810277,0.8972766668829847,0.8972332015810277,0.8972263198757764,0.8934517203107658,0.90347923681257,0.8984375,"[[784, 96], [86, 805]]",784,96,86,805,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on LSTM latent temporal features.,0.8870694522868436,0.8870947141742197,0.8870694522868436,0.8870639787519681,0.8843159065628476,0.8922558922558923,0.888268156424581,"[[776, 104], [96, 795]]",776,104,96,795,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on GRU latent temporal features.,0.9079616036137776,0.9081229684652228,0.9079616036137776,0.9079586104045358,0.9164759725400458,0.898989898989899,0.9076487252124644,"[[807, 73], [90, 801]]",807,73,90,801,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on GRU latent temporal features.,0.911914172783738,0.9120257972031682,0.911914172783738,0.911912993225328,0.919042189281642,0.904601571268238,0.9117647058823528,"[[809, 71], [85, 806]]",809,71,85,806,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on GRU latent temporal features.,0.9113495200451722,0.9113657443328358,0.9113495200451722,0.9113503679951016,0.9142212189616252,0.9090909090909092,0.911648846370287,"[[804, 76], [81, 810]]",804,76,81,810,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on GRU latent temporal features.,0.9113495200451722,0.9113976103475088,0.9113495200451722,0.9113500288099392,0.9160997732426304,0.9068462401795736,0.9114495205865764,"[[806, 74], [83, 808]]",806,74,83,808,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on GRU latent temporal features.,0.9057029926595144,0.9057990396687564,0.9057029926595144,0.9057022109692744,0.9123006833712984,0.898989898989899,0.9055963821368004,"[[803, 77], [90, 801]]",803,77,90,801,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on TCN latent temporal features.,0.8520609824957651,0.8530492635576675,0.8520609824957651,0.8519272548715465,0.8349307774227902,0.8799102132435466,0.8568306010928962,"[[725, 155], [107, 784]]",725,155,107,784,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on TCN latent temporal features.,0.898927159796725,0.8990622275587863,0.898927159796725,0.8989118167053293,0.8920704845814978,0.9090909090909092,0.9005002779321846,"[[782, 98], [81, 810]]",782,98,81,810,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on TCN latent temporal features.,0.8667419536984754,0.8671354903666607,0.8667419536984754,0.8666896666344096,0.8555917480998915,0.8843995510662177,0.869757174392936,"[[747, 133], [103, 788]]",747,133,103,788,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on TCN latent temporal features.,0.8797289666854884,0.8798253270540727,0.8797289666854884,0.8797140083888709,0.8741721854304636,0.8888888888888888,0.8814691151919867,"[[766, 114], [99, 792]]",766,114,99,792,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on TCN latent temporal features.,0.8610954263128177,0.8611500701262271,0.8610954263128177,0.8610832009498809,0.8571428571428571,0.8686868686868687,0.862876254180602,"[[751, 129], [117, 774]]",751,129,117,774,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on Transformer latent temporal features.,0.8622247317899492,0.8622471606254383,0.8622247317899492,0.8622260496183388,0.8655367231638418,0.8597081930415263,0.8626126126126126,"[[761, 119], [125, 766]]",761,119,125,766,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on Transformer latent temporal features.,0.8983625070581592,0.8985143877619306,0.8983625070581592,0.8983455869244318,0.8910891089108911,0.9090909090909092,0.9,"[[781, 99], [81, 810]]",781,99,81,810,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on Transformer latent temporal features.,0.8723884810841332,0.8724958017657313,0.8723884810841332,0.8723709003317646,0.8665931642778391,0.8821548821548821,0.8743047830923248,"[[759, 121], [105, 786]]",759,121,105,786,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on Transformer latent temporal features.,0.8898927159796725,0.8900576724694282,0.8898927159796725,0.8898726999276126,0.8824175824175824,0.9012345679012346,0.8917268184342032,"[[773, 107], [88, 803]]",773,107,88,803,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on Transformer latent temporal features.,0.859966120835686,0.8599876487579573,0.859966120835686,0.8599593336524405,0.8576195773081201,0.8653198653198653,0.8614525139664805,"[[752, 128], [120, 771]]",752,128,120,771,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,Decision_Tree,Decision_Tree,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9000564652738566,0.9002540146448992,0.9000564652738566,0.9000516216542029,0.9094036697247706,0.8900112233445566,0.8996029495178672,"[[801, 79], [98, 793]]",801,79,98,793,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,Random_Forest,Random_Forest,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.92772444946358,0.927763416856922,0.92772444946358,0.9277250025166072,0.9320498301245752,0.9236812570145904,0.927846674182638,"[[820, 60], [68, 823]]",820,60,68,823,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,SVM,SVM,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9232072275550536,0.9232180178500572,0.9232072275550536,0.923207913119112,0.9255918827508456,0.9214365881032548,0.9235095613048367,"[[814, 66], [70, 821]]",814,66,70,821,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,KNN,KNN,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9209486166007904,0.9209785459445478,0.9209486166007904,0.9209447851263776,0.917686318131257,0.925925925925926,0.9217877094972068,"[[806, 74], [66, 825]]",806,74,66,825,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,1,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,Logistic_Regression,Logistic_Regression,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9203839638622248,0.920454981143387,0.9203839638622248,0.9203839638622248,0.9261363636363636,0.914702581369248,0.9203839638622248,"[[815, 65], [76, 815]]",815,65,76,815,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Decision_Tree,Decision_Tree,90,,0.8068887634105025,0.8068876197793893,0.8068887634105025,0.8068871624995639,0.8073908174692049,0.8092031425364759,0.8082959641255605,"[[708, 172], [170, 721]]",708,172,170,721,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Random_Forest,Random_Forest,90,,0.9192546583850932,0.9193996485929432,0.9192546583850932,0.9192424010550956,0.9118942731277532,0.9292929292929292,0.9205113952195664,"[[800, 80], [63, 828]]",800,80,63,828,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,SVM,SVM,90,,0.7684923771880293,0.7685611753093922,0.7684923771880293,0.7684914914412994,0.7736063708759955,0.7631874298540965,0.768361581920904,"[[681, 199], [211, 680]]",681,199,211,680,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,KNN,KNN,90,,0.7995482778091474,0.799609971349102,0.7995482778091474,0.7995482778091474,0.8045454545454546,0.7946127946127947,0.7995482778091474,"[[708, 172], [183, 708]]",708,172,183,708,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Logistic_Regression,Logistic_Regression,90,,0.6216826651609261,0.6250640975417343,0.6216826651609261,0.6185908749867275,0.6057416267942584,0.7104377104377104,0.6539256198347108,"[[468, 412], [258, 633]]",468,412,258,633,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Decision_Tree,Decision_Tree,1080,,0.8091473743647657,0.8091734218509898,0.8091473743647657,0.8091345940550133,0.806881243063263,0.8159371492704826,0.8113839285714286,"[[706, 174], [164, 727]]",706,174,164,727,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Random_Forest,Random_Forest,1080,,0.9113495200451722,0.9113494228238602,0.9113495200451722,0.9113491808535206,0.9114349775784754,0.9124579124579124,0.9119461581604038,"[[801, 79], [78, 813]]",801,79,78,813,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,SVM,SVM,1080,,0.7634105025409373,0.7635109923200399,0.7634105025409373,0.7634059765695375,0.769406392694064,0.7564534231200898,0.7628749292586304,"[[678, 202], [217, 674]]",678,202,217,674,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,KNN,KNN,1080,,0.7989836250705816,0.7992050062531529,0.7989836250705816,0.7989219429935249,0.7917121046892039,0.8148148148148148,0.8030973451327433,"[[689, 191], [165, 726]]",689,191,165,726,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Logistic_Regression,Logistic_Regression,1080,,0.6431394692264257,0.6431624456761558,0.6431394692264257,0.6430689047421746,0.6421514818880352,0.6565656565656566,0.6492785793562708,"[[554, 326], [306, 585]]",554,326,306,585,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Decision_Tree,Decision_Tree,40,,0.8181818181818182,0.8182435277455246,0.8181818181818182,0.8181615247833419,0.8143646408839779,0.8271604938271605,0.8207126948775055,"[[712, 168], [154, 737]]",712,168,154,737,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Random_Forest,Random_Forest,40,,0.9282891022021456,0.9282955271556383,0.9282891022021456,0.928289650944069,0.9301801801801802,0.9270482603815936,0.9286115795390668,"[[818, 62], [65, 826]]",818,62,65,826,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,SVM,SVM,40,,0.7120271033314511,0.7120518355724136,0.7120271033314511,0.7119949616133675,0.7104972375690608,0.7216610549943884,0.7160356347438753,"[[618, 262], [248, 643]]",618,262,248,643,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,KNN,KNN,40,,0.7882552230378317,0.7883602284832066,0.7882552230378317,0.7882511723474381,0.7945205479452054,0.7811447811447811,0.7877758913412564,"[[700, 180], [195, 696]]",700,180,195,696,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Logistic_Regression,Logistic_Regression,40,,0.6273291925465838,0.6304077774777209,0.6273291925465838,0.6246566666302666,0.6115942028985507,0.7104377104377104,0.6573208722741433,"[[478, 402], [258, 633]]",478,402,258,633,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,7,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Decision_Tree,Decision_Tree,117,,0.7210615471485037,0.7233982370007142,0.7210615471485037,0.7201806652020222,0.7015228426395939,0.7755331088664422,0.7366737739872068,"[[586, 294], [200, 691]]",586,294,200,691,D1 ANATEL/UFJF proxy
