dataset,seed,experiment_stage,feature_set,optimization_method,model_family,model_name,classifier,n_features,notes,accuracy,precision_weighted,recall_weighted,f1_weighted,precision_handover,recall_handover,f1_handover,confusion_matrix,tn,fp,fn,tp,dataset_short
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on LSTM latent temporal features.,0.901750423489554,0.901750423489554,0.901750423489554,0.901750423489554,0.9023569023569024,0.9023569023569024,0.9023569023569024,"[[793, 87], [87, 804]]",793,87,87,804,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on LSTM latent temporal features.,0.8983625070581592,0.8984521463018105,0.8983625070581592,0.8983511629223649,0.8928176795580111,0.9068462401795736,0.8997772828507795,"[[783, 97], [83, 808]]",783,97,83,808,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on LSTM latent temporal features.,0.9045736871823828,0.9046797959866404,0.9045736871823828,0.9045618188625314,0.8984547461368654,0.9135802469135802,0.905954368391764,"[[788, 92], [77, 814]]",788,92,77,814,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on LSTM latent temporal features.,0.8994918125352908,0.8994971449105827,0.8994918125352908,0.8994898896794519,0.8983240223463688,0.9023569023569024,0.9003359462486002,"[[789, 91], [87, 804]]",789,91,87,804,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on GRU latent temporal features.,0.8983625070581592,0.8983850741565526,0.8983625070581592,0.8983634792266433,0.9016949152542372,0.8956228956228957,0.8986486486486487,"[[793, 87], [93, 798]]",793,87,93,798,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on GRU latent temporal features.,0.9102202145680408,0.910290447609288,0.9102202145680408,0.9102202145680408,0.9159090909090908,0.904601571268238,0.9102202145680408,"[[806, 74], [85, 806]]",806,74,85,806,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on GRU latent temporal features.,0.9073969508752118,0.9074026663979448,0.9073969508752118,0.9073951792552252,0.906145251396648,0.9102132435465768,0.908174692049272,"[[796, 84], [80, 811]]",796,84,80,811,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on GRU latent temporal features.,0.9102202145680408,0.910221367508436,0.9102202145680408,0.910220500824495,0.9112359550561798,0.9102132435465768,0.9107243121841662,"[[801, 79], [80, 811]]",801,79,80,811,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on GRU latent temporal features.,0.9085262563523432,0.9085544742954276,0.9085262563523432,0.908521822789094,0.9054505005561736,0.9135802469135802,0.9094972067039108,"[[795, 85], [77, 814]]",795,85,77,814,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on TCN latent temporal features.,0.8176171654432524,0.8190544891312155,0.8176171654432524,0.8173613495171328,0.7983193277310925,0.8529741863075196,0.8247422680412371,"[[688, 192], [131, 760]]",688,192,131,760,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on TCN latent temporal features.,0.8780350084697911,0.8780472338327278,0.8780350084697911,0.878031041688482,0.8762541806020067,0.8821548821548821,0.8791946308724832,"[[769, 111], [105, 786]]",769,111,105,786,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on TCN latent temporal features.,0.8272162619988707,0.8274671694209669,0.8272162619988707,0.8271632431348838,0.8189749182115594,0.8428731762065096,0.8307522123893806,"[[714, 166], [140, 751]]",714,166,140,751,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on TCN latent temporal features.,0.8740824392998306,0.8742380025670436,0.8740824392998306,0.8740595491479879,0.8670329670329671,0.8855218855218855,0.8761799000555247,"[[759, 121], [102, 789]]",759,121,102,789,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on TCN latent temporal features.,0.818746470920384,0.8187463153603326,0.818746470920384,0.8187440436073962,0.8187919463087249,0.8215488215488216,0.8201680672268907,"[[718, 162], [159, 732]]",718,162,159,732,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on Transformer latent temporal features.,0.8407679277244494,0.840817125310609,0.8407679277244494,0.8407539132840097,0.8372093023255814,0.8484848484848485,0.842809364548495,"[[733, 147], [135, 756]]",733,147,135,756,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on Transformer latent temporal features.,0.8825522303783173,0.8828610092298822,0.8825522303783173,0.8825161914119471,0.8724100327153762,0.8978675645342312,0.8849557522123894,"[[763, 117], [91, 800]]",763,117,91,800,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on Transformer latent temporal features.,0.8441558441558441,0.8443096739372237,0.8441558441558441,0.8441250280203169,0.8375411635565313,0.856341189674523,0.8468368479467259,"[[732, 148], [128, 763]]",732,148,128,763,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on Transformer latent temporal features.,0.8723884810841332,0.872392499811055,0.8723884810841332,0.8723860397053713,0.8715083798882681,0.8754208754208754,0.8734602463605823,"[[765, 115], [111, 780]]",765,115,111,780,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,07_individual_deep_features_to_classifiers,Transformer_deep_features,Transformer_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on Transformer latent temporal features.,0.8300395256916996,0.8301163891889374,0.8300395256916996,0.83001838744155,0.82560706401766,0.8395061728395061,0.8324986087924319,"[[722, 158], [143, 748]]",722,158,143,748,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,Decision_Tree,Decision_Tree,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9040090344438172,0.9040124421004606,0.9040090344438172,0.9040095853491276,0.905511811023622,0.90347923681257,0.904494382022472,"[[796, 84], [86, 805]]",796,84,86,805,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,Random_Forest,Random_Forest,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9203839638622248,0.9204673461173166,0.9203839638622248,0.9203760425380368,0.9148230088495576,0.9281705948372616,0.921448467966574,"[[803, 77], [64, 827]]",803,77,64,827,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,SVM,SVM,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9130434782608696,0.9130587848128392,0.9130434782608696,0.913040650092714,0.910813823857302,0.9169472502805835,0.9138702460850112,"[[800, 80], [74, 817]]",800,80,74,817,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,KNN,KNN,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.91699604743083,0.9176284574877436,0.91699604743083,0.9169534110215118,0.9017278617710583,0.9371492704826038,0.9190974133186572,"[[789, 91], [56, 835]]",789,91,56,835,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,21,08_combined_deep_features_to_classifiers,LSTM_GRU_TCN_Transformer_deep_features,combined_deep_feature_extraction,classical_ml,Logistic_Regression,Logistic_Regression,128,"Classifiers trained on concatenated LSTM, GRU, TCN, and Transformer features.",0.9107848673066063,0.9108133964134494,0.9107848673066063,0.9107805432140548,0.907675194660734,0.915824915824916,0.911731843575419,"[[797, 83], [75, 816]]",797,83,75,816,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Decision_Tree,Decision_Tree,90,,0.7972896668548842,0.798351135158215,0.7972896668548842,0.7971577529620852,0.8166666666666667,0.7699214365881033,0.7926054303870596,"[[726, 154], [205, 686]]",726,154,205,686,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Random_Forest,Random_Forest,90,,0.9164313946922644,0.9168925295652888,0.9164313946922644,0.9163986044995452,0.9033659066232356,0.9337822671156004,0.9183222958057397,"[[791, 89], [59, 832]]",791,89,59,832,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,SVM,SVM,90,,0.7662337662337663,0.7666824850093543,0.7662337662337663,0.7661754721251289,0.7782963827304551,0.7485970819304153,0.7631578947368421,"[[690, 190], [224, 667]]",690,190,224,667,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,KNN,KNN,90,,0.7916431394692264,0.7919139704111349,0.7916431394692264,0.7915660401974561,0.783695652173913,0.8092031425364759,0.7962451684152402,"[[681, 199], [170, 721]]",681,199,170,721,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,01_raw_flattened_windows,raw_time_windows,none_raw_baseline,classical_ml,Logistic_Regression,Logistic_Regression,90,,0.6092603049124788,0.6109723411871182,0.6092603049124788,0.6072911235607644,0.5984174085064293,0.6790123456790124,0.6361724500525763,"[[474, 406], [286, 605]]",474,406,286,605,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Decision_Tree,Decision_Tree,1080,,0.8328627893845285,0.8334967854418656,0.8328627893845285,0.8327539899851797,0.8195488721804511,0.856341189674523,0.8375411635565313,"[[712, 168], [128, 763]]",712,168,128,763,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Random_Forest,Random_Forest,1080,,0.9090909090909092,0.9091987903380164,0.9090909090909092,0.9090796025850152,0.9028697571743928,0.9180695847362514,0.9104062326099054,"[[792, 88], [73, 818]]",792,88,73,818,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,SVM,SVM,1080,,0.7617165443252399,0.7617846683788392,0.7617165443252399,0.7617156326542155,0.7667804323094426,0.7564534231200898,0.7615819209039548,"[[675, 205], [217, 674]]",675,205,217,674,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,KNN,KNN,1080,,0.7747035573122529,0.7748832241352702,0.7747035573122529,0.7746388818990203,0.7685589519650655,0.7901234567901234,0.7791920309905921,"[[668, 212], [187, 704]]",668,212,187,704,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,02_engineered_flattened_windows,engineered_time_windows,temporal_feature_engineering,classical_ml,Logistic_Regression,Logistic_Regression,1080,,0.6476566911349521,0.6477814780215818,0.6476566911349521,0.6476364696694329,0.653272101033295,0.6386083052749719,0.6458569807037458,"[[578, 302], [322, 569]]",578,302,322,569,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Decision_Tree,Decision_Tree,40,,0.8390739695087521,0.8400606646409602,0.8390739695087521,0.8389229492272746,0.8223404255319149,0.867564534231201,0.8443473511742218,"[[713, 167], [118, 773]]",713,167,118,773,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Random_Forest,Random_Forest,40,,0.9136081309994354,0.913608052502228,0.9136081309994354,0.9136078004496092,0.9136771300448432,0.914702581369248,0.9141895681435782,"[[803, 77], [76, 815]]",803,77,76,815,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,SVM,SVM,40,,0.7108977978543196,0.7108953130244544,0.7108977978543196,0.7108883951134388,0.7112597547380156,0.7160493827160493,0.7136465324384788,"[[621, 259], [253, 638]]",621,259,253,638,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,KNN,KNN,40,,0.7888198757763976,0.788855155226251,0.7888198757763976,0.7888012892490059,0.7862679955703211,0.7968574635241302,0.7915273132664437,"[[687, 193], [181, 710]]",687,193,181,710,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,Logistic_Regression,Logistic_Regression,40,,0.6499153020892151,0.6528970298676043,0.6499153020892151,0.6478562842898772,0.6327130264446621,0.7250280583613917,0.6757322175732218,"[[505, 375], [245, 646]]",505,375,245,646,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Decision_Tree,Decision_Tree,118,,0.7052512704686618,0.7052481823765878,0.7052512704686618,0.7052488269730186,0.7066069428891377,0.7081930415263749,0.7073991031390134,"[[618, 262], [260, 631]]",618,262,260,631,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Random_Forest,Random_Forest,118,,0.7950310559006211,0.7952668503050335,0.7950310559006211,0.7949639750910874,0.7875816993464052,0.8114478114478114,0.7993366500829188,"[[685, 195], [168, 723]]",685,195,168,723,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,SVM,SVM,118,,0.7622811970638057,0.7623232987624551,0.7622811970638057,0.7622825613311106,0.7664399092970522,0.7586980920314254,0.7625493513818387,"[[674, 206], [215, 676]]",674,206,215,676,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,KNN,KNN,118,,0.7995482778091474,0.8000203317253423,0.7995482778091474,0.799434689201307,0.7887931034482759,0.8215488215488216,0.8048378229796591,"[[684, 196], [159, 732]]",684,196,159,732,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Logistic_Regression,Logistic_Regression,118,,0.6629023150762281,0.6629221722177393,0.6629023150762281,0.6628511428663774,0.6618942731277533,0.6745230078563412,0.6681489716509171,"[[573, 307], [290, 601]]",573,307,290,601,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Decision_Tree,Decision_Tree,4,,0.7933370976849238,0.7933488817470861,0.7933370976849238,0.793338942658787,0.7959413754227734,0.792368125701459,0.7941507311586051,"[[699, 181], [185, 706]]",699,181,185,706,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Random_Forest,Random_Forest,4,,0.8594014680971203,0.8595194047686386,0.8594014680971203,0.859398778438699,0.8664383561643836,0.8518518518518519,0.8590831918505942,"[[763, 117], [132, 759]]",763,117,132,759,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,SVM,SVM,4,,0.7154150197628458,0.7154409321311299,0.7154150197628458,0.715383256182622,0.7138121546961326,0.7250280583613917,0.7193763919821826,"[[621, 259], [245, 646]]",621,259,245,646,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,KNN,KNN,4,,0.7933370976849238,0.7933414933603574,0.7933370976849238,0.7933382837516514,0.7952755905511811,0.7934904601571269,0.7943820224719101,"[[698, 182], [184, 707]]",698,182,184,707,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Logistic_Regression,Logistic_Regression,4,,0.6533032185206098,0.656066977848944,0.6533032185206098,0.6514419927036795,0.6364532019704433,0.7250280583613917,0.6778593913955928,"[[511, 369], [245, 646]]",511,369,245,646,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,LSTM,direct_sigmoid,108,Direct sequence model.,0.8944099378881988,0.8950527526842632,0.8944099378881988,0.894381653618253,0.911214953271028,0.8754208754208754,0.8929593589009731,"[[804, 76], [111, 780]]",804,76,111,780,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,GRU,direct_sigmoid,108,Direct sequence model.,0.8740824392998306,0.8741290324512453,0.8740824392998306,0.874083161940232,0.8786848072562359,0.8698092031425365,0.874224478285392,"[[773, 107], [116, 775]]",773,107,116,775,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,TCN,direct_sigmoid,108,Direct sequence model.,0.862789384528515,0.863325516809016,0.862789384528515,0.8627576191354206,0.8776223776223776,0.8451178451178452,0.8610634648370498,"[[775, 105], [138, 753]]",775,105,138,753,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,Transformer,direct_sigmoid,108,Direct sequence model.,0.8458498023715415,0.8461899044602258,0.8458498023715415,0.8457927614468984,0.8358695652173913,0.8630751964085297,0.8492545554942021,"[[729, 151], [122, 769]]",729,151,122,769,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on LSTM latent temporal features.,0.8876341050254094,0.8878687420203011,0.8876341050254094,0.8876265813416184,0.8977011494252873,0.8765432098765432,0.8869960249858035,"[[791, 89], [110, 781]]",791,89,110,781,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on LSTM latent temporal features.,0.9040090344438172,0.9043750424512672,0.9040090344438172,0.9039970976140302,0.9167630057803468,0.8900112233445566,0.9031890660592256,"[[808, 72], [98, 793]]",808,72,98,793,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on LSTM latent temporal features.,0.8966685488424618,0.8974674084151024,0.8966685488424618,0.8966325634190996,0.9154929577464788,0.8754208754208754,0.8950086058519794,"[[808, 72], [111, 780]]",808,72,111,780,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on LSTM latent temporal features.,0.901750423489554,0.9018926353149956,0.901750423489554,0.9017479174552394,0.9097142857142856,0.8933782267115601,0.9014722536806342,"[[801, 79], [95, 796]]",801,79,95,796,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on LSTM latent temporal features.,0.8944099378881988,0.8951268602199658,0.8944099378881988,0.8943775446317681,0.9121779859484778,0.8742985409652076,0.8928366762177651,"[[805, 75], [112, 779]]",805,75,112,779,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on GRU latent temporal features.,0.8644833427442123,0.8645206970579958,0.8644833427442123,0.8644843797186388,0.8686296715741789,0.8608305274971941,0.8647125140924464,"[[764, 116], [124, 767]]",764,116,124,767,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on GRU latent temporal features.,0.8944099378881988,0.8944789510006902,0.8944099378881988,0.8944099378881988,0.9,0.8888888888888888,0.8944099378881988,"[[792, 88], [99, 792]]",792,88,99,792,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on GRU latent temporal features.,0.8785996612083569,0.8786955784662287,0.8785996612083569,0.87858456245825,0.8730684326710817,0.8877665544332211,0.8803561491374513,"[[765, 115], [100, 791]]",765,115,100,791,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on GRU latent temporal features.,0.8955392433653303,0.8955690902257825,0.8955392433653303,0.8955401759242743,0.8993212669683258,0.8922558922558923,0.895774647887324,"[[791, 89], [96, 795]]",791,89,96,795,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on GRU latent temporal features.,0.8791643139469226,0.8792042063636011,0.8791643139469226,0.8791562222715171,0.8756936736958935,0.8855218855218855,0.8805803571428571,"[[768, 112], [102, 789]]",768,112,102,789,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,32,Classifiers trained only on TCN latent temporal features.,0.8514963297571994,0.8520825740252068,0.8514963297571994,0.8514565502759386,0.866822429906542,0.8327721661054994,0.8494562106468231,"[[766, 114], [149, 742]]",766,114,149,742,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,32,Classifiers trained only on TCN latent temporal features.,0.90626764539808,0.9062684030176842,0.90626764539808,0.9062668683477416,0.9059350503919372,0.9079685746352412,0.90695067264574,"[[796, 84], [82, 809]]",796,84,82,809,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,SVM,SVM,32,Classifiers trained only on TCN latent temporal features.,0.88085827216262,0.8808651507947387,0.88085827216262,0.8808591838519572,0.8828828828828829,0.8799102132435466,0.8813940415964024,"[[776, 104], [107, 784]]",776,104,107,784,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,KNN,KNN,32,Classifiers trained only on TCN latent temporal features.,0.8819875776397516,0.882017243029679,0.8819875776397516,0.8819886311793153,0.8857466063348416,0.8787878787878788,0.8822535211267606,"[[779, 101], [108, 783]]",779,101,108,783,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,42,07_individual_deep_features_to_classifiers,TCN_deep_features,TCN_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,32,Classifiers trained only on TCN latent temporal features.,0.8661773009599096,0.8664927940943028,0.8661773009599096,0.8661623665575706,0.8775981524249422,0.8529741863075196,0.8651109846328969,"[[774, 106], [131, 760]]",774,106,131,760,D1 ANATEL/UFJF proxy
