dataset,experiment_stage,feature_set,optimization_method,model_family,model_name,classifier,n_runs,n_features_mean,accuracy_mean,accuracy_std,precision_handover_mean,precision_handover_std,recall_handover_mean,recall_handover_std,f1_handover_mean,f1_handover_std,f1_handover_min,f1_handover_max,dataset_short
D1_ANATEL_UFJF_raw_drive_test_proxy,03_feature_selection_on_engineered,selected_engineered_features,feature_selection_anova_top_40,classical_ml,SVM,SVM,5,40.0,0.7145115753811406,0.00849422412248074,0.7105945295081381,0.007143442819361822,0.7297418630751964,0.014791840159251717,0.7199998464644668,0.009718778560010131,0.7102493074792243,0.7335907335907336,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Decision_Tree,Decision_Tree,5,117.2,0.7146245059288537,0.0077483030572170755,0.6976378833437563,0.00867060485902069,0.7647586980920315,0.03827144037274834,0.7291350232901683,0.01465107611804929,0.7073991031390134,0.741388174807198,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,KNN,KNN,5,117.2,0.8081309994353474,0.006455341654219219,0.7948962863566928,0.008247868858160463,0.8338945005611672,0.010735761206346221,0.8138808407710044,0.006394325749544583,0.8048378229796591,0.8204015192620727,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Logistic_Regression,Logistic_Regression,5,117.2,0.661434217955957,0.0035845443812769964,0.6592825463839281,0.004870975652038563,0.6769921436588103,0.007951959409166466,0.6679849621611277,0.0036855888298175446,0.6640625,0.6740088105726872,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,Random_Forest,Random_Forest,5,117.2,0.7951439864483343,0.008787564145662575,0.7830737121812706,0.008037094621404537,0.8199775533108866,0.011893568387644406,0.8010798395883498,0.008918730464527517,0.7905442550852116,0.8153005464480875,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,04_pca_on_engineered,pca_engineered_features,pca_0.95_feature_variance,classical_ml,SVM,SVM,5,117.2,0.7751552795031056,0.00998493815872727,0.7781119910877736,0.009840945797778741,0.7737373737373737,0.01197273656843509,0.7759021635659724,0.010221266436741292,0.7625493513818387,0.7865546218487395,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Decision_Tree,Decision_Tree,5,4.2,0.7782044042913607,0.014871928406004247,0.7675513062608165,0.016611946523879775,0.8026936026936028,0.0321524826592308,0.7843821369351371,0.016452515692887908,0.7694025683975433,0.8080380750925437,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,KNN,KNN,5,4.2,0.778317334839074,0.014057471922869526,0.7769303070323506,0.015502345520883505,0.7849607182940517,0.021553497435075734,0.7807858985038754,0.014645130346998802,0.7575757575757576,0.7943820224719101,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Logistic_Regression,Logistic_Regression,5,4.2,0.6377188029361942,0.01362557485185104,0.623117652519346,0.014088436047873215,0.7093153759820428,0.013444611168025757,0.6633349707024727,0.010745913691915894,0.6513809275664408,0.6778593913955928,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,Random_Forest,Random_Forest,5,4.2,0.847656691134952,0.012469752009896968,0.8466122145438311,0.020852177339437082,0.8520763187429854,0.00422928028763562,0.849222738582144,0.010489189217090905,0.8379272326350606,0.8602029312288614,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,05_feature_selection_plus_pca,selected_pca_engineered_features,feature_selection_anova_plus_pca,classical_ml,SVM,SVM,5,4.2,0.711236589497459,0.0052606729300292065,0.7043261337509987,0.006510311729272849,0.7344556677890012,0.011516923485849831,0.7190194120757147,0.005825256994659657,0.7106710671067107,0.7252867285636264,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,GRU,direct_sigmoid,5,108.0,0.8858272162619988,0.02531949723813626,0.8892440425062349,0.0241644492229126,0.8830527497194163,0.030617316863633483,0.8860517400358168,0.025745367336888626,0.8459796149490374,0.9053680132816824,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,LSTM,direct_sigmoid,5,108.0,0.8850367024280068,0.009445072456287508,0.8900547254542482,0.014824924931842101,0.8805836139169472,0.018638863459410803,0.8851229779085534,0.009783985859681878,0.8708571428571429,0.8955890563930765,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,TCN,direct_sigmoid,5,108.0,0.8409937888198759,0.019521801772441654,0.8351582938846601,0.03447059364296278,0.8540965207631874,0.012747269014142014,0.8441184496306539,0.016080238243878647,0.8205689277899344,0.8610634648370498,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,06_direct_deep_learning,engineered_sequence_features,deep_temporal_learning,deep_learning_direct,Transformer,direct_sigmoid,5,108.0,0.8299265951439864,0.018114707572930825,0.8319516440438146,0.024089630653094107,0.8305274971941639,0.031961909912229254,0.8307960640487503,0.01871530809191528,0.8086314593980692,0.851328434143584,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,5,32.0,0.8821005081874647,0.027306667152322,0.8887984065179841,0.024624041832845826,0.8749719416386084,0.03197767022379464,0.8817976862967949,0.028033026168551366,0.8409610983981693,0.9076487252124644,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,KNN,KNN,5,32.0,0.9007340485601356,0.014191780232683466,0.9038034912323581,0.014445980310818828,0.8983164983164983,0.013963933571264426,0.90104949000873,0.014117373647878358,0.8785151856017998,0.9114495205865764,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,5,32.0,0.8895539243365331,0.0251717352373057,0.8917917510980409,0.02419578750843338,0.8882154882154882,0.027817144954899453,0.8899679603641486,0.025401955876909924,0.8493771234428086,0.9094972067039108,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,Random_Forest,Random_Forest,5,32.0,0.9003952569169961,0.014558845731887864,0.9052974724594417,0.01745623353706113,0.8958473625140293,0.011008035766769278,0.9005367555048259,0.014138741825506316,0.8784313725490196,0.9117647058823528,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,GRU_deep_features,GRU_as_feature_extractor,classical_ml,SVM,SVM,5,32.0,0.8918125352907962,0.022690329844589168,0.8909542358225645,0.023428257942564232,0.8945005611672279,0.0220646501137346,0.8927113049021307,0.02245426960589995,0.8590679393599102,0.911648846370287,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Decision_Tree,Decision_Tree,5,32.0,0.8775832862789384,0.009186676205541136,0.8781539888710602,0.014103924828369432,0.8787878787878787,0.005264215218657017,0.8784322565045246,0.008403808186595587,0.8663697104677061,0.8869960249858035,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,KNN,KNN,5,32.0,0.8954263128176173,0.00836944129095925,0.8955994627040729,0.00967169760993663,0.8967452300785634,0.011904154565430073,0.8961309520240122,0.008433171101381353,0.8865287870318613,0.905954368391764,D1 ANATEL/UFJF proxy
D1_ANATEL_UFJF_raw_drive_test_proxy,07_individual_deep_features_to_classifiers,LSTM_deep_features,LSTM_as_feature_extractor,classical_ml,Logistic_Regression,Logistic_Regression,5,32.0,0.8878599661208357,0.009922476628566353,0.8900719038171886,0.015138157359779119,0.8868686868686868,0.012279180154081127,0.8883800068283737,0.00956597930460739,0.8742985409652076,0.9003359462486002,D1 ANATEL/UFJF proxy
